Generation,C,Gamma,Fitness
7,8.815081151441376,0.024224837769883923,0.852000106473395
8,8.81721578392865,0.024196674330204327,0.852000106473395
9,8.811300993950212,0.02422457784343862,0.852000106473395
0,5.810383241712435,0.02866368528482607,0.8500009185204846
1,5.810383241712435,0.02866368528482607,0.8500009185204846
2,5.810383241712435,0.02866368528482607,0.8500009185204846
3,7.382048372576119,0.027284346338536266,0.8502507935829535
4,7.217177277914548,0.02635012311119647,0.8510006062235198
5,7.7486375931579365,0.02572504739296178,0.8512504812859887
6,7.587477372145136,0.0254464133306441,0.8512504812859887
7,7.587477372145136,0.0254464133306441,0.8512504812859887
8,7.587477372145136,0.0254464133306441,0.8512504812859887
9,7.576824844775917,0.025822853465193286,0.8512504812859887
