Generation,C,Gamma,Fitness
0,8.388980864459342,0.012466268120326685,0.8495011683955472
1,8.388980864459342,0.012466268120326685,0.8495011683955472
2,4.374762009508561,0.03664650147931552,0.8497508560048558
3,4.703193214182945,0.035225017613312065,0.8505008560985824
4,8.858580795760531,0.026073911021231293,0.8507501688015707
5,8.858580795760531,0.026073911021231293,0.8507501688015707
6,8.799179317482183,0.02536734970150415,0.8510004187703597
7,8.730683809556755,0.02566731473038628,0.8510004187703597
8,8.76348558373549,0.024439443508139664,0.8515003563484574
9,8.76348558373549,0.024439443508139664,0.8515003563484574
0,6.765133857772465,0.02156751523977172,0.8497504810985355
1,6.645935197485623,0.02888823196259316,0.8497508560048558
2,6.682041334129971,0.027103331345882373,0.8505006686454223
3,6.710480434054331,0.02521164533389505,0.8507505437078909
4,6.691815593520033,0.026809183798233768,0.8507505437078909
5,6.691815593520033,0.026809183798233768,0.8507505437078909
6,6.691815593520033,0.026809183798233768,0.8507505437078909
7,6.691815593520033,0.026809183798233768,0.8507505437078909
8,6.691815593520033,0.026809183798233768,0.8507505437078909
9,6.691815593520033,0.026809183798233768,0.8507505437078909
0,5.233296311947413,0.028713795808457555,0.8505008560985824
1,9.231563104614604,0.024980186968814665,0.8512502938328285
2,9.231563104614604,0.024980186968814665,0.8512502938328285
3,9.231563104614604,0.024980186968814665,0.8512502938328285
4,9.31639526742907,0.024809007563469643,0.8512502938328285
5,9.404161103834731,0.022986166397275454,0.8519999190202348
6,9.314341249298533,0.023544980352856956,0.8522499815358637
7,9.314341249298533,0.023544980352856956,0.8522499815358637
8,9.314341249298533,0.023544980352856956,0.8522499815358637
9,9.314341249298533,0.023544980352856956,0.8522499815358637
0,6.74130295536063,0.025990497924283287,0.8500005436141644
1,6.74130295536063,0.025990497924283287,0.8500005436141644
2,6.74130295536063,0.025990497924283287,0.8500005436141644
3,4.554436822415917,0.035704243327597564,0.8502507935829534
4,4.554436822415917,0.035704243327597564,0.8502507935829534
5,2.0650941649672414,0.05174484077826413,0.8502509810361136
6,2.0650941649672414,0.05174484077826413,0.8502509810361136
7,2.0650941649672414,0.05174484077826413,0.8502509810361136
8,4.564301825292379,0.03593557720597635,0.8505008560985824
9,4.564301825292379,0.03593557720597635,0.8505008560985824
0,8.791857726012477,0.02433966832185305,0.8515003563484574
1,8.791857726012477,0.02433966832185305,0.8515003563484574
2,8.791857726012477,0.02433966832185305,0.8515003563484574
3,8.791857726012477,0.02433966832185305,0.8515003563484574
4,8.791857726012477,0.02433966832185305,0.8515003563484574
5,8.791857726012477,0.02433966832185305,0.8515003563484574
6,8.791857726012477,0.02433966832185305,0.8515003563484574
7,8.791857726012477,0.02433966832185305,0.8515003563484574
8,8.791857726012477,0.02433966832185305,0.8515003563484574
9,8.791857726012477,0.02433966832185305,0.8515003563484574
0,1.5631697070886086,0.07379509473975922,0.849250730973598
1,2.1290676325837494,0.04747607990282563,0.8495007934892268
2,1.7444407938216153,0.06027371606666969,0.8502511684892737
3,1.7444407938216153,0.06027371606666969,0.8502511684892737
4,1.7444407938216153,0.06027371606666969,0.8502511684892737
5,1.7444407938216153,0.06027371606666969,0.8502511684892737
6,9.278799445484378,0.025041485590473082,0.8512501063796684
7,9.278799445484378,0.025041485590473082,0.8512501063796684
8,9.278799445484378,0.025041485590473082,0.8512501063796684
9,9.341685556909713,0.025137218639656858,0.851499981442137
0,5.489096316400717,0.01891957923903549,0.8497504810985355
1,5.489096316400717,0.01891957923903549,0.8497504810985355
2,6.960999094937556,0.02664275243810271,0.8507505437078909
3,6.960999094937556,0.02664275243810271,0.8507505437078909
4,7.325144882258374,0.026079721116073016,0.8510006062235198
5,7.087709414906383,0.02626292404418569,0.8512504812859887
6,7.26726466056799,0.025763429685669012,0.8512504812859887
7,7.26726466056799,0.025763429685669012,0.8512504812859887
8,7.26726466056799,0.025763429685669012,0.8512504812859887
9,7.26726466056799,0.025763429685669012,0.8512504812859887
0,4.852304557653562,0.01791639182901509,0.8497514183643361
1,4.852304557653562,0.01791639182901509,0.8497514183643361
2,4.852304557653562,0.01791639182901509,0.8497514183643361
3,5.092145391289983,0.032570948431397274,0.8502509810361136
4,5.092145391289983,0.032570948431397274,0.8502509810361136
5,5.092145391289983,0.032570948431397274,0.8502509810361136
6,4.8957179008157174,0.03429192355357665,0.8505008560985824
7,4.8957179008157174,0.03429192355357665,0.8505008560985824
8,4.8957179008157174,0.03429192355357665,0.8505008560985824
9,4.8957179008157174,0.03429192355357665,0.8505008560985824
0,6.480303180552141,0.024545446253893044,0.8507503562547308
1,6.480303180552141,0.024545446253893044,0.8507503562547308
2,6.3892853208378275,0.024962535260766965,0.8507503562547308
3,9.388083156712725,0.022974040388097652,0.8519999190202348
4,9.388083156712725,0.022974040388097652,0.8519999190202348
5,9.046275002622432,0.023529160182968627,0.8519999190202349
6,9.046275002622432,0.023529160182968627,0.8519999190202349
7,9.046275002622432,0.023529160182968627,0.8519999190202349
8,9.046275002622432,0.023529160182968627,0.8519999190202349
9,9.046275002622432,0.023529160182968627,0.8519999190202349
0,9.551751604781325,0.024015159602201422,0.851750043957766
1,9.551751604781325,0.024015159602201422,0.851750043957766
2,9.551751604781325,0.024015159602201422,0.851750043957766
3,9.551751604781325,0.024015159602201422,0.851750043957766
4,9.551751604781325,0.024015159602201422,0.851750043957766
5,9.551751604781325,0.024015159602201422,0.851750043957766
6,9.551751604781325,0.024015159602201422,0.851750043957766
7,9.551751604781325,0.024015159602201422,0.851750043957766
8,9.551751604781325,0.024015159602201422,0.851750043957766
9,9.281642696069301,0.023383656778375887,0.8522499815358637
0,4.0663652688497045,0.03831644685591258,0.8495009809423869
1,4.0663652688497045,0.03831644685591258,0.8495009809423869
2,5.209949089013925,0.030961407075662847,0.8502507935829535
3,5.209949089013925,0.030961407075662847,0.8502507935829535
4,4.941148659359478,0.033276874399960944,0.8502509810361136
5,4.8835426063471585,0.031110526447122068,0.8505008560985824
6,4.8835426063471585,0.031110526447122068,0.8505008560985824
7,4.8835426063471585,0.031110526447122068,0.8505008560985824
8,4.8835426063471585,0.031110526447122068,0.8505008560985824
9,4.8835426063471585,0.031110526447122068,0.8505008560985824
0,3.458285703095939,0.035784115864153324,0.8497508560048558
1,3.458285703095939,0.035784115864153324,0.8497508560048558
2,4.806276380600966,0.016955486716808993,0.8507514809736917
3,4.806276380600966,0.016955486716808993,0.8507514809736917
4,4.806276380600966,0.016955486716808993,0.8507514809736917
5,4.806276380600966,0.016955486716808993,0.8507514809736917
6,4.806276380600966,0.016955486716808993,0.8507514809736917
7,4.806276380600966,0.016955486716808993,0.8507514809736917
8,4.806276380600966,0.016955486716808993,0.8507514809736917
9,4.806276380600966,0.016955486716808993,0.8507514809736917
0,5.556171546824029,0.017014274017715793,0.8497510434580159
1,5.556171546824029,0.017014274017715793,0.8497510434580159
2,9.551698077384417,0.023604671055188795,0.851750043957766
3,9.551698077384417,0.023604671055188795,0.851750043957766
4,9.551698077384417,0.023604671055188795,0.851750043957766
5,9.551698077384417,0.023604671055188795,0.851750043957766
6,9.53403663152718,0.023238239883020716,0.8522499815358637
7,9.53403663152718,0.023238239883020716,0.8522499815358637
8,9.524524085244098,0.023173041766826146,0.8522499815358637
9,9.524524085244098,0.023173041766826146,0.8522499815358637
0,9.505920130759383,0.024461627405226605,0.8515001688952973
1,9.505920130759383,0.024461627405226605,0.8515001688952973
2,9.505920130759383,0.024461627405226605,0.8515001688952973
3,9.505920130759383,0.024461627405226605,0.8515001688952973
4,9.505920130759383,0.024461627405226605,0.8515001688952973
5,9.505920130759383,0.024461627405226605,0.8515001688952973
6,9.505920130759383,0.024461627405226605,0.8515001688952973
7,9.505920130759383,0.024461627405226605,0.8515001688952973
8,9.505920130759383,0.024461627405226605,0.8515001688952973
9,9.505920130759383,0.024461627405226605,0.8515001688952973
0,2.11158037431927,0.05021316409195325,0.8495007934892268
1,5.032304437527506,0.017083400197166414,0.8500014808799651
2,2.1855323972783776,0.05037668018510211,0.8502509810361136
3,2.1855323972783776,0.05037668018510211,0.8502509810361136
4,2.1855323972783776,0.05037668018510211,0.8502509810361136
5,2.543118814144756,0.044644746473703895,0.850750731161051
6,2.543118814144756,0.044644746473703895,0.850750731161051
7,2.543118814144756,0.044644746473703895,0.850750731161051
8,9.914224714437491,0.021604769680015883,0.8512497314733481
9,9.890258895589076,0.024056027572637834,0.8515001688952973
0,7.85202867912825,0.02373177042038911,0.8507501688015707
1,8.343881261177248,0.02462794562267854,0.8512501063796684
2,8.343881261177248,0.02462794562267854,0.8512501063796684
3,7.999087800687676,0.02399971805921821,0.8512501063796684
4,7.999087800687676,0.02399971805921821,0.8512501063796684
5,8.213105263797651,0.02468852571707528,0.8515001688952973
6,8.298597222478135,0.02440624615523341,0.851750043957766
7,8.216053334694701,0.024227069871085298,0.851750043957766
8,8.216053334694701,0.024227069871085298,0.851750043957766
9,8.250437754285699,0.024128816366699925,0.851750043957766
0,9.37144966815122,0.01670417813381526,0.8495004185829066
1,7.1064537224738045,0.011017208613454572,0.8500020432394456
2,7.1064537224738045,0.011017208613454572,0.8500020432394456
3,7.148600452332321,0.026092088177561163,0.8512504812859887
4,7.148600452332321,0.026092088177561163,0.8512504812859887
5,7.148600452332321,0.026092088177561163,0.8512504812859887
6,7.148600452332321,0.026092088177561163,0.8512504812859887
7,7.287001900931351,0.025524163111617277,0.8512504812859887
8,7.292731205618226,0.025556049568340424,0.8512504812859887
9,8.6581322197866,0.023623840918708387,0.8514999814421372
0,6.534889320582476,0.0279594370523232,0.8500007310673245
1,6.534889320582476,0.0279594370523232,0.8500007310673245
2,6.534889320582476,0.0279594370523232,0.8500007310673245
3,2.5847772102313735,0.04616789955248107,0.8502511684892737
4,3.274999036594048,0.03826145519464611,0.8505008560985824
5,3.274999036594048,0.03826145519464611,0.8505008560985824
6,2.912817988874084,0.04134379927455163,0.8505012310049026
7,3.1094433115576723,0.03922480000039296,0.8507509186142111
8,3.097274323456366,0.039202965015315505,0.85100079367668
9,3.097274323456366,0.039202965015315505,0.85100079367668
0,8.549256565110712,0.025267962773934907,0.8515003563484574
1,8.549256565110712,0.025267962773934907,0.8515003563484574
2,8.549256565110712,0.025267962773934907,0.8515003563484574
3,8.549256565110712,0.025267962773934907,0.8515003563484574
4,8.766098071255582,0.024103960656203887,0.851750043957766
5,8.766098071255582,0.024103960656203887,0.851750043957766
6,8.675313499861009,0.024240395727073392,0.851750043957766
7,8.766098071255582,0.024103960656203887,0.851750043957766
8,8.689223077918209,0.02426043100141679,0.851750043957766
9,8.689223077918209,0.02426043100141679,0.851750043957766
0,2.3762121756042043,0.050327044810058445,0.8492509184267582
1,9.757469742931901,0.016778019935031478,0.8497502936453754
2,9.757469742931901,0.016778019935031478,0.8497502936453754
3,7.241059119819808,0.026983441016824917,0.8505006686454223
4,7.241059119819808,0.026983441016824917,0.8505006686454223
5,9.405346026331182,0.025359337554167874,0.8510000438640395
6,9.407185362243805,0.025440731579645815,0.8510000438640395
7,9.407185362243805,0.025440731579645815,0.8510000438640395
8,9.463306784423388,0.02343386967454444,0.852000106473395
9,9.463306784423388,0.02343386967454444,0.852000106473395
0,7.467216016840621,0.010985975705273343,0.8497519807238166
1,7.467216016840621,0.010985975705273343,0.8497519807238166
2,7.467216016840621,0.010985975705273343,0.8497519807238166
3,9.13296634065333,0.024735657263418254,0.8512502938328285
4,9.13296634065333,0.024735657263418254,0.8512502938328285
5,9.13296634065333,0.024735657263418254,0.8512502938328285
6,9.13296634065333,0.024735657263418254,0.8512502938328285
7,9.231510565390085,0.023484065493629525,0.8522499815358637
8,9.231510565390085,0.023484065493629525,0.8522499815358637
9,9.231510565390085,0.023484065493629525,0.8522499815358637
0,9.955492647395692,0.009725421585553241,0.8492520431457189
1,9.291936096343434,0.025313627203930374,0.8512499189265083
2,9.291936096343434,0.025313627203930374,0.8512499189265083
3,9.291936096343434,0.025313627203930374,0.8512499189265083
4,9.291936096343434,0.025313627203930374,0.8512499189265083
5,9.237626298196856,0.025034089813262383,0.8512502938328285
6,9.302972831650857,0.023763480464216745,0.852000106473395
7,9.302972831650857,0.023763480464216745,0.852000106473395
8,9.330405717547121,0.023221627179860396,0.8522499815358637
9,9.330405717547121,0.023221627179860396,0.8522499815358637
0,2.0509375372360994,0.07154841797743894,0.8485011057861916
1,4.297296907905284,0.018509527965350797,0.8497514183643361
2,4.720808396624861,0.01712757772777998,0.8505014184580628
3,4.720808396624861,0.01712757772777998,0.8505014184580628
4,5.2232677588207705,0.02866465331870799,0.8507509186142111
5,5.2232677588207705,0.02866465331870799,0.8507509186142111
6,5.2232677588207705,0.02866465331870799,0.8507509186142111
7,8.058650558745796,0.02409501835709242,0.8517498565046059
8,8.058650558745796,0.02409501835709242,0.8517498565046059
9,8.058650558745796,0.02409501835709242,0.8517498565046059
0,3.7432556461285382,0.04638217187676631,0.8492509184267582
1,6.265237703735492,0.027021255149201975,0.8502507935829534
2,6.265237703735492,0.027021255149201975,0.8502507935829534
3,6.265237703735492,0.027021255149201975,0.8502507935829534
4,6.265237703735492,0.027021255149201975,0.8502507935829534
5,6.265237703735492,0.027021255149201975,0.8502507935829534
6,5.972631196708999,0.028155956289584186,0.8502509810361136
7,5.933403043124591,0.02666590969826874,0.850750731161051
8,5.933403043124591,0.02666590969826874,0.850750731161051
9,5.928347021584484,0.02682481858445748,0.850750731161051
0,1.9785464967766442,0.0542041984553949,0.8497510434580159
1,1.9785464967766442,0.0542041984553949,0.8497510434580159
2,6.602218356554644,0.013772987230922986,0.8497514183643363
3,2.563176965711799,0.042608623549528324,0.8500007310673245
4,6.756308992008399,0.025194275782593034,0.8505006686454223
5,6.601480522109704,0.027573624145442933,0.8505006686454223
6,6.601480522109704,0.027573624145442933,0.8505006686454223
7,6.601480522109704,0.027573624145442933,0.8505006686454223
8,6.601480522109704,0.027573624145442933,0.8505006686454223
9,6.601480522109704,0.027573624145442933,0.8505006686454223
0,8.174476505069531,0.020644269212906897,0.8502507935829534
1,8.174476505069531,0.020644269212906897,0.8502507935829534
2,8.174476505069531,0.020644269212906897,0.8502507935829534
3,8.174476505069531,0.020644269212906897,0.8502507935829534
4,8.174476505069531,0.020644269212906897,0.8502507935829534
5,8.174476505069531,0.020644269212906897,0.8502507935829534
6,8.174476505069531,0.020644269212906897,0.8502507935829534
7,8.174476505069531,0.020644269212906897,0.8502507935829534
8,8.174476505069531,0.020644269212906897,0.8502507935829534
9,5.317301255750555,0.028085803368799636,0.850750731161051
0,5.125839669342332,0.032117925896746405,0.8500007310673245
1,5.125839669342332,0.032117925896746405,0.8500007310673245
2,5.125839669342332,0.032117925896746405,0.8500007310673245
3,5.125839669342332,0.032117925896746405,0.8500007310673245
4,2.297007674549678,0.04826668844172311,0.8500009185204846
5,2.297007674549678,0.04826668844172311,0.8500009185204846
6,2.297007674549678,0.04826668844172311,0.8500009185204846
7,2.297007674549678,0.04826668844172311,0.8500009185204846
8,2.297007674549678,0.04826668844172311,0.8500009185204846
9,2.297007674549678,0.04826668844172311,0.8500009185204846
0,5.739174439595789,0.012780584279521291,0.8497517932706565
1,4.585806676326323,0.03669356822668067,0.8500007310673245
2,6.477655137323271,0.027685778761792977,0.8505006686454223
3,6.477655137323271,0.027685778761792977,0.8505006686454223
4,6.477655137323271,0.027685778761792977,0.8505006686454223
5,6.477655137323271,0.027685778761792977,0.8505006686454223
6,5.28153463730969,0.02847894100054658,0.8507509186142111
7,5.28153463730969,0.02847894100054658,0.8507509186142111
8,5.333936155469264,0.02830688843915305,0.85100079367668
9,5.333936155469264,0.02830688843915305,0.85100079367668
0,5.534849535843279,0.029492613384531265,0.8500009185204846
1,5.534849535843279,0.029492613384531265,0.8500009185204846
2,5.534849535843279,0.029492613384531265,0.8500009185204846
3,8.760629172866368,0.02489704645290574,0.8515003563484574
4,8.801347001448683,0.024099230585628493,0.851750043957766
5,8.844837439333775,0.0248143615084555,0.8517502314109261
6,8.815081151441376,0.024224837769883923,0.852000106473395
