Run,Generation,Firefly,C,Gamma,Fitness,Diversity
1,4,7,8.388978546693778,0.0124662827413072,0.8515003563484574,3.615316034353029
1,4,8,8.88836761805697,0.0316893919439261,0.8512502938328285,3.9336376455517237
1,4,9,4.735064931713559,0.03582069168645,0.8505008560985824,2.072662717541289
1,4,10,4.433842035313132,0.0340668920592203,0.8505008560985824,2.05487628883334
1,4,11,4.398922608923616,0.0367574721403931,0.8505008560985824,2.071202926995143
1,4,12,0.6258795829780068,0.0451261354716072,0.8485007308798714,4.772876335759568
1,4,13,4.422574158682664,0.0358234185161985,0.8505008560985824,2.0587546843620905
1,4,14,8.858580795760531,0.0260739110212312,0.8512502938328285,3.9117212313530856
1,4,15,4.425712251341768,0.035507419165273,0.8505008560985824,2.057432909621696
1,4,16,4.478969846485418,0.0325880636757385,0.8505008560985824,2.045410103331063
1,4,17,4.497679984909573,0.033732701174409,0.8505008560985824,2.0443480050663925
1,4,18,1.7688183982196897,0.0498040097856752,0.8497508560048558,3.732361781184568
1,4,19,4.488766949243652,0.0362870642076895,0.8505008560985824,2.044375301082462
1,5,0,4.703193240518079,0.0352250175553161,0.8505008560985824,2.043876118148608
1,5,1,8.858757446317062,0.029249910259544,0.8515001688952973,3.8797981815310303
1,5,2,1.629183572023827,0.0583059130911941,0.8497510434580159,3.8227635474480306
1,5,3,4.560199507934606,0.0352359241460927,0.8502507935829534,2.0065476954247337
1,5,4,8.48220872348862,0.0365473396153373,0.8512502938328285,3.6374807261086217
1,5,5,8.851020951042837,0.0273849548072929,0.8512502938328285,3.8731131540835944
1,5,6,1.5254306963062658,0.0674888633953744,0.8497508560048558,3.9102218217980824
1,5,7,8.464295537092722,0.0146488134886515,0.8515003563484574,3.628125373376148
1,5,8,8.820399192232731,0.0277036299514023,0.8512502938328285,3.8505367772189736
1,5,9,4.63454670950954,0.0359677284444324,0.8505008560985824,2.022198765522758
1,5,10,4.490338474452966,0.0352862501825649,0.8505008560985824,2.009320254866126
1,5,11,4.454395625937826,0.0364780831105479,0.8505008560985824,2.0282400334512856
1,5,12,0.8572426538541356,0.0483682530409057,0.8485007308798714,4.543092836904379
1,5,13,4.491068504722752,0.0351707696641196,0.8505008560985824,2.0090127169440084
1,5,14,8.858580795760531,0.0260739110212312,0.8512502938328285,3.879629389009415
1,5,15,4.491777456106716,0.0351027660420241,0.8505008560985824,2.008789186388285
1,5,16,4.50860067855689,0.0347210664371869,0.8505008560985824,2.0052500825027684
1,5,17,4.526701296880848,0.035109353237964,0.8505008560985824,2.0033479678376604
1,5,18,1.7251807813207898,0.0531222168107444,0.8497508560048558,3.7520074092254725
1,5,19,4.529725005620233,0.0360842002639132,0.8505008560985824,2.00335079135581
1,6,0,4.703193266853218,0.0352250174973201,0.8505008560985824,2.023239631886004
1,6,1,8.808451311475979,0.026568548932298,0.8515001688952973,3.7995768088880753
1,6,2,1.6326161215108266,0.0587331005942971,0.8497510434580159,3.825505182075634
1,6,3,4.5517755870284935,0.0355538917998328,0.8502507935829534,1.9869339772893098
1,6,4,8.663369099251643,0.0287300663249208,0.8512502938328285,3.7045599944384646
1,6,5,8.799179317482183,0.0253673497015041,0.8512502938328285,3.7917704643928305
1,6,6,1.525678547378383,0.0674862779955889,0.8497508560048558,3.915642758046124
1,6,7,8.531789058273777,0.0166045851943171,0.8515003563484574,3.6353686038686264
1,6,8,8.78540210543835,0.0257432835071683,0.8512502938328285,3.781615412805044
1,6,9,4.648211485166253,0.0358198846336383,0.8505008560985824,2.0058766486789734
1,6,10,4.530863595700978,0.0355801327400428,0.8505008560985824,1.9923034638714483
1,6,11,4.501168351035797,0.0362425129905272,0.8505008560985824,2.0079337991850834
1,6,12,1.1110317535644447,0.0521921070262527,0.8485007308798714,4.308336843298892
1,6,13,4.536945949448324,0.0355203591361929,0.8505008560985824,1.9897425685177612
1,6,14,8.858580795760531,0.0260739110212312,0.8512502938328285,3.847062045170151
1,6,15,4.537140653633313,0.0355022626235092,0.8505008560985824,1.9896811431534014
1,6,16,4.548603505845232,0.0354252070393561,0.8505008560985824,1.9872684638245872
1,6,17,4.553066435841,0.0356163600142861,0.8505008560985824,1.9869339140747284
1,6,18,1.6875459253399057,0.0558774498465191,0.8497508560048558,3.7850177592086722
1,6,19,4.563390217309861,0.0359174575661077,0.8505008560985824,1.9880210683846116
1,7,0,4.703193382840077,0.035225017227532,0.8505008560985824,2.0168893028879906
1,7,1,8.81356854932737,0.0261839679071206,0.8515001688952973,3.7729635587812775
1,7,2,1.627412847589894,0.0595448437420884,0.8497510434580159,3.8365779974565704
1,7,3,4.569901147203336,0.0357247369091761,0.8502507935829534,1.9799838378654149
1,7,4,8.730683809556755,0.0256673147303862,0.8512502938328285,3.716432110791503
1,7,5,8.799179317482183,0.0253673497015041,0.8512502938328285,3.760847125191531
1,7,6,1.525949116045745,0.0674834638275754,0.8497508560048558,3.9221024213678946
1,7,7,8.695071939452697,0.0218814146409704,0.8515003563484574,3.69771312285537
1,7,8,8.788157024492556,0.0256681110266223,0.8512502938328285,3.7527246290533243
1,7,9,4.615414893470412,0.0358288780179338,0.8505008560985824,1.9891693905505434
1,7,10,4.559519382963308,0.0357348664492148,0.8505008560985824,1.983082346175449
1,7,11,4.5446414332519725,0.0360212276666053,0.8505008560985824,1.9909130919766844
1,7,12,1.32246940860178,0.0558529551636406,0.8485007308798714,4.114767187758965
1,7,13,4.56707806376996,0.0356871564300478,0.8505008560985824,1.9802880750006722
1,7,14,8.83506543432258,0.0258802810554751,0.8512502938328285,3.7933271600143375
1,7,15,4.567143334516299,0.035681179261998,0.8505008560985824,1.9802743612760665
1,7,16,4.570980914478904,0.0356556657335985,0.8505008560985824,1.9799840284645838
1,7,17,4.57258014215845,0.0356922654408002,0.8505008560985824,1.980152074798874
1,7,18,1.6571989210989049,0.0581297898475175,0.8497508560048558,3.814623417109714
1,7,19,4.5633902561126645,0.0359174574718624,0.8505008560985824,1.9814534952665097
1,8,0,4.703193613772656,0.03522501668974,0.8505008560985824,2.0143180643647827
1,8,1,8.80351886352625,0.0258836287765739,0.8515001688952973,3.755458209548838
1,8,2,1.6081856561650745,0.0611088986371837,0.8497510434580159,3.844536718740929
1,8,3,4.569901227275916,0.0357247367181498,0.8502507935829534,1.9755333043855414
1,8,4,8.730683809556755,0.0256673147303862,0.8512502938328285,3.7101020559134286
1,8,5,8.799179317482183,0.0253673497015041,0.8512502938328285,3.7518045864121623
1,8,6,1.5264959691607871,0.0674777712830315,0.8497508560048558,3.91340679617228
1,8,7,8.76348558373549,0.0244394435081396,0.8515003563484574,3.7273738937723193
1,8,8,8.781193822007506,0.0256078621514163,0.8512502938328285,3.738551177339266
1,8,9,4.577054737835784,0.0357589466275486,0.8505008560985824,1.9744847999023758
1,8,10,4.573080189488524,0.0357591897098725,0.8505008560985824,1.9745821160052541
1,8,11,4.544641499084256,0.0360212275056302,0.8505008560985824,1.9881427241096847
1,8,12,1.4523206211956543,0.0587574546284536,0.8485007308798714,3.9835964794112244
1,8,13,4.575597358237076,0.0357433616373289,0.8505008560985824,1.974316929874322
1,8,14,8.81136883877215,0.0257440112959775,0.8512502938328285,3.762893486720955
1,8,15,4.575619086453371,0.0357413917374576,0.8505008560985824,1.9743169326390542
1,8,16,4.576896235985847,0.0357329343845299,0.8505008560985824,1.974451462038905
1,8,17,4.572580227325273,0.0356922652374221,0.8505008560985824,1.9746876171683698
1,8,18,1.6245208463748957,0.0604415593119671,0.8497508560048558,3.832496354705643
1,8,19,4.563390335110558,0.0359174572794044,0.8505008560985824,1.9782749735187064
1,9,0,4.703193913321361,0.0352250159686555,0.8505008560985824,2.009844868489942
1,9,1,8.784677463320621,0.025509453740499,0.8515001688952973,3.7363268061940453
1,9,2,1.5991090486604234,0.0619822880983053,0.8497510434580159,3.844808012125849
1,9,3,4.569901332246193,0.0357247364596455,0.8502507935829534,1.971060100259433
1,9,4,8.737237099652651,0.0254220049408627,0.8512502938328285,3.7083873613062703
1,9,5,8.79204966614793,0.0251820049102718,0.8512502938328285,3.743071770128508
1,9,6,1.5270434983125216,0.0674720767344744,0.8497508560048558,3.9056432142852846
1,9,7,8.76348558373549,0.0244394435081396,0.8515003563484574,3.7222091233852397
1,9,8,8.777653289608438,0.0253742520091395,0.8512502938328285,3.7311510669596335
1,9,9,4.577054849180093,0.0357589463487252,0.8505008560985824,1.9700115874013437
1,9,10,4.573080297280419,0.0357591894401932,0.8505008560985824,1.9701089066473856
1,9,11,4.544641584475562,0.0360212272881342,0.8505008560985824,1.983669527187412
1,9,12,1.516967865861122,0.0608888770036626,0.8485007308798714,3.9151239524100756
1,9,13,4.5755974682658485,0.0357433613623036,0.8505008560985824,1.9698437197110437
1,9,14,8.786947750610802,0.0253567894847788,0.8512502938328285,3.7382382092170237
1,9,15,4.575619199538072,0.0357413914535016,0.8505008560985824,1.9698437225835754
1,9,16,4.576896350253837,0.0357329340977458,0.8505008560985824,1.9699782518487539
1,9,17,4.5725803376421466,0.0356922649619074,0.8505008560985824,1.9702144117080111
1,9,18,1.6060548872197142,0.0618269009193144,0.8497508560048558,3.8396887143827447
1,9,19,4.563390437449993,0.035917457018893,0.8505008560985824,1.9738017625937487
2,0,0,7.046807627366468,0.0201853452122948,0.8502506061297933,1.9021043324802376
2,0,1,6.734324333249173,0.096991204610727,0.8500005436141644,1.7547766661491082
2,0,2,0.939007157894184,0.0672602118225126,0.849250730973598,5.073417432223296
2,0,3,4.437502193045711,0.0868142254377505,0.8495009809423869,2.4888438376243536
2,0,4,1.771497894473859,0.0692625952226164,0.84875041848918,4.372359087167964
2,0,5,8.381152896481103,0.0944614219474023,0.8500005436141644,2.906955898588847
2,0,6,6.832480282896459,0.0497174764008427,0.8500005436141644,1.7890448795031046
2,0,7,6.178472402012138,0.0868904984478718,0.8502506061297933,1.8064023280258688
2,0,8,5.706097466388297,0.0030387059696836,0.8502506061297933,1.9559298937341432
2,0,9,9.309486955069778,0.0689526751031561,0.8397481679265394,3.7860422429190708
2,0,10,6.765133857772465,0.0215675152397717,0.8507505437078909,1.764359329837747
2,0,11,6.588854702326572,0.0393864405654158,0.8507505437078909,1.7322197970364364
2,0,12,6.512329770414921,0.010659303030799,0.8500005436141644,1.7400832835216462
2,0,13,6.5784530460303605,0.0999413725770666,0.8502506061297933,1.7347196818987527
2,0,14,0.4821203886055603,0.0977174184221317,0.8485005434267112,5.506373576321704
2,0,15,4.069079607228706,0.0870753450337259,0.8495009809423869,2.6842512898266655
2,0,16,7.823854840582735,0.0567016260986667,0.8502506061297933,2.437498467814575
2,0,17,7.384492092513265,0.0878515561301347,0.8500005436141644,2.1144167810849246
2,0,18,4.0414032165103295,0.0327033161563238,0.8500007310673245,2.7018964898131665
2,0,19,6.675933855635847,0.0807845941941258,0.8500005436141644,1.739915084582861
2,1,0,6.994673660593206,0.0204410933757615,0.8502506061297933,1.755475082893686
2,1,1,6.736584251191904,0.0658425140917938,0.8500005436141644,1.620989039640863
2,1,2,1.0223310818599305,0.0674597070501021,0.849250730973598,4.971456699394098
2,1,3,4.365552172929839,0.0749481756412639,0.8495009809423869,2.494432018582126
2,1,4,1.7741207109812052,0.0692203519275067,0.84875041848918,4.338365921167591
2,1,5,8.080415476389796,0.0828705336460896,0.8500005436141644,2.6266963650204276
2,1,6,6.743822754983467,0.0342160128372409,0.8500005436141644,1.6198990520504883
2,1,7,6.479784238118167,0.0522773997173868,0.8502506061297933,1.6481347399861155
2,1,8,6.065662092420133,0.0112895741233252,0.8502506061297933,1.7789258198008076
2,1,9,9.271389844669704,0.0686042666427457,0.8397481679265394,3.7545603572312185
2,1,10,6.765133857772465,0.0215675152397717,0.8507505437078909,1.629190527974812
2,1,11,6.645935197485623,0.0288882319625931,0.8507505437078909,1.6161072748532448
2,1,12,6.622298644277364,0.0140283261558595,0.8500005436141644,1.6195467727314103
2,1,13,6.730689536380502,0.0549752332983054,0.8502506061297933,1.6178310895482724
2,1,14,0.6185647117522651,0.0920965986560793,0.8485005434267112,5.354110914330334
2,1,15,4.069386542227265,0.0759623931019384,0.8495009809423869,2.651391020145455
2,1,16,7.39972280806544,0.0435212331970938,0.8502506061297933,2.053128555790312
2,1,17,6.924376144468966,0.051572109352788,0.8500005436141644,1.7108873648560539
2,1,18,4.041729981926981,0.0327019801965299,0.8500007310673245,2.668882151424975
2,1,19,6.742268034623824,0.0395815039318857,0.8500005436141644,1.619182035597951
2,2,0,6.844589990841768,0.0206475687284839,0.8502506061297933,1.5613826745187689
2,2,1,6.7716350623076185,0.0410561895777134,0.8500005436141644,1.5169316096644925
2,2,2,1.1078792639919868,0.0676585297205975,0.849250730973598,4.836914816010923
2,2,3,4.282976284848746,0.0667204973292617,0.8495009809423869,2.475252684883405
2,2,4,1.7767683229985634,0.0691777138595756,0.84875041848918,4.273644300647653
2,2,5,7.441679490354989,0.0586751048939418,0.8500005436141644,2.057501003043234
2,2,6,6.716977367938833,0.0263780338342461,0.8500005436141644,1.5011460442697493
2,2,7,6.71552989173636,0.0359143577827511,0.8502506061297933,1.501167428945572
2,2,8,6.417807361622371,0.0171389022541996,0.8502506061297933,1.5763951772823492
2,2,9,9.250101919827664,0.0683217535637909,0.8397481679265394,3.770523362872998
2,2,10,6.741631712870193,0.0230109252981918,0.8507505437078909,1.5064029360688473
2,2,11,6.645935197485623,0.0288882319625931,0.8507505437078909,1.5047730427643178
2,2,12,6.64584775446075,0.0184166389215376,0.8500005436141644,1.5051898392367353
2,2,13,6.782731817185954,0.0366444258637036,0.8502506061297933,1.5222416217473067
2,2,14,0.7627133096966973,0.0870670298510378,0.8485005434267112,5.164041053116145
2,2,15,4.065790674644471,0.0672466162755552,0.8495009809423869,2.590408376834064
2,2,16,6.90656182166369,0.0322264254561713,0.8502506061297933,1.6066714636073816
2,2,17,6.763673277099722,0.0326811350377656,0.8500005436141644,1.5130757958333723
2,2,18,4.043283909451357,0.0326965338466563,0.8500007310673245,2.6046279056024617
2,2,19,6.682041334129971,0.0271033313458823,0.8500005436141644,1.5005675494179975
2,3,0,6.705918012208695,0.0230123157558953,0.8502506061297933,1.4215771370919426
2,3,1,6.730758133799534,0.0298524735072674,0.8500005436141644,1.4338168774219242
2,3,2,1.1935696244455685,0.0678506805286317,0.849250730973598,4.6971349974562715
2,3,3,4.215808970370135,0.0600839853796744,0.8495009809423869,2.442557405942595
2,3,4,1.7794278212503902,0.0691349073473691,0.84875041848918,4.203790478042919
2,3,5,6.810306896723911,0.032267555915513,0.8500005436141644,1.5007305947127443
2,3,6,6.709998687716713,0.0265229163193989,0.8500005436141644,1.422221074071405
2,3,7,6.712854006932802,0.0281620076691317,0.8502506061297933,1.4234048177713212
2,3,8,6.572834458280015,0.0225646094489985,0.8502506061297933,1.4500008091185983
2,3,9,9.237967486266532,0.0681309625935749,0.8397481679265394,3.8007038988121415
2,3,10,6.710480434054331,0.025211645333895,0.8507505437078909,1.4224292930539224
2,3,11,6.663361992119421,0.0281544970976541,0.8507505437078909,1.4217258580834737
2,3,12,6.661485932433248,0.0236641002211591,0.8500005436141644,1.4221840384468365
2,3,13,6.728890175630978,0.028958089785663,0.8502506061297933,1.432398678123496
2,3,14,0.9116447668564616,0.0826691313739373,0.8485005434267112,4.964324266981632
2,3,15,4.063815128474103,0.0602800256572123,0.8495009809423869,2.523223795117961
2,3,16,6.722674403497121,0.0270160365298204,0.8502506061297933,1.4284526256623966
2,3,17,6.6905956261792765,0.0270606830286581,0.8500005436141644,1.4196301799322244
2,3,18,4.046055645594953,0.0326888971364455,0.8500007310673245,2.534463451888205
2,3,19,6.682041334129971,0.0271033313458823,0.8500005436141644,1.4196224163624558
2,4,0,6.69693695090345,0.0254673369703116,0.8502506061297933,1.3979936004175333
2,4,1,6.693445750456998,0.02699960346002,0.8500005436141644,1.3969279243948127
2,4,2,1.2129966029861388,0.0705919070137237,0.849250730973598,4.669418510339336
2,4,3,4.1674669946656495,0.0546367305719534,0.8495009809423869,2.455915777339177
2,4,4,1.7820861050261114,0.069092163748564,0.84875041848918,4.190183509287545
2,4,5,6.6984326125356,0.0271294180841995,0.8500005436141644,1.3985648414425855
2,4,6,6.702979586364707,0.0266537448255031,0.8500005436141644,1.4012257326676234
2,4,7,6.68872446097599,0.0263719840512209,0.8502506061297933,1.3967423192140371
2,4,8,6.667769131965307,0.0255022087377293,0.8502506061297933,1.4030156524419257
2,4,9,9.227535728625838,0.0679606856582243,0.8397481679265394,3.7904620336730734
2,4,10,6.710480434054331,0.025211645333895,0.8507505437078909,1.4067845744848693
2,4,11,6.691815593520033,0.0268091837982337,0.8507505437078909,1.3967440910323985
2,4,12,6.686478610338371,0.0257265654506848,0.8500005436141644,1.397139973874135
2,4,13,6.700056180332322,0.026904056844948,0.8502506061297933,1.399390950728329
2,4,14,0.9932896365616368,0.0813956317380309,0.8485005434267112,4.8776416183376385
2,4,15,4.063623021507782,0.0547071252579649,0.8495009809423869,2.511103556515062
2,4,16,6.720235980152016,0.0266552131214554,0.8502506061297933,1.4149587815084619
2,4,17,6.694571001960726,0.0266910229486144,0.8500005436141644,1.397157797750458
2,4,18,4.049893624202574,0.0326793792072003,0.8500007310673245,2.519826278353575
2,4,19,6.687724535428666,0.0267253013650234,0.8500005436141644,1.3968581374777524
2,5,0,6.69807933817832,0.0256947855616781,0.8502506061297933,1.388197866968146
2,5,1,6.69584449452143,0.0266755292942068,0.8500005436141644,1.3874564805341119
2,5,2,1.24040187202577,0.0723837014601578,0.849250730973598,4.641237206100947
2,5,3,4.152025823322019,0.0502249896512795,0.8495009809423869,2.456359927417528
2,5,4,1.7847315894789737,0.0690496868418773,0.84875041848918,4.182842922400401
2,5,5,6.699036720388073,0.026758572219587,0.8500005436141644,1.3886455242305795
2,5,6,6.696918721191827,0.0263860599398945,0.8500005436141644,1.387633607326132
2,5,7,6.695797287102607,0.0264686303719297,0.8502506061297933,1.3874426668031616
2,5,8,6.679399023467171,0.025717132086317,0.8502506061297933,1.3921002749142823
2,5,9,9.216407338267317,0.0677776596120509,0.8397481679265394,3.772067053132002
2,5,10,6.710480434054331,0.025211645333895,0.8507505437078909,1.3978898633271353
2,5,11,6.691815593520033,0.0268091837982337,0.8507505437078909,1.3881818785045517
2,5,12,6.696730446491089,0.0264615713855851,0.8500005436141644,1.3875738429849076
2,5,13,6.700075977822662,0.0266143213966763,0.8502506061297933,1.3892822383741341
2,5,14,1.0779720472559864,0.0800746147973378,0.8485005434267112,4.795177054191616
2,5,15,4.078552438917689,0.0495518864466807,0.8495009809423869,2.495239743862384
2,5,16,6.7017337833612265,0.0263503610888783,0.8502506061297933,1.3904960816720815
2,5,17,6.696346911691325,0.0263578578586984,0.8500005436141644,1.3874930105198837
2,5,18,4.056244385166273,0.0326641402126923,0.8500007310673245,2.509384661313522
2,5,19,6.694910310830979,0.026365059082978,0.8500005436141644,1.387527270078387
2,6,0,6.698978612979205,0.0261844341619791,0.8502506061297933,1.3799060851169833
2,6,1,6.697380025604871,0.0264680852897523,0.8500005436141644,1.379495052320558
2,6,2,1.2757204760015248,0.0734273986555515,0.849250730973598,4.605984698705275
2,6,3,4.139913534267328,0.0466859385799836,0.8495009809423869,2.4552523219881097
2,6,4,1.7873372059112052,0.0690079495594279,0.84875041848918,4.175131373988035
2,6,5,6.699423417283468,0.0265212127177024,0.8500005436141644,1.380151644685336
2,6,6,6.697019052174683,0.0262865200343162,0.8500005436141644,1.3794904770572252
2,6,7,6.696783753646833,0.026303840112646,0.8502506061297933,1.3795139605592557
2,6,8,6.693020102223074,0.0261504635590318,0.8502506061297933,1.3803134021164396
2,6,9,9.204604337477107,0.067583296137309,0.8397481679265394,3.752404361849863
2,6,10,6.710480434054331,0.025211645333895,0.8507505437078909,1.38940228953702
2,6,11,6.691815593520033,0.0268091837982337,0.8507505437078909,1.3807012266682441
2,6,12,6.698374027561069,0.0263466967323942,0.8500005436141644,1.37964366811979
2,6,13,6.700088652108366,0.0264288802542812,0.8502506061297933,1.380622264862729
2,6,14,1.1638712766466337,0.0787344740007336,0.8485005434267112,4.711988939500706
2,6,15,4.087788920200032,0.0456899490043033,0.8495009809423869,2.4827835287782984
2,6,16,6.6994260595739625,0.0262862746797838,0.8502506061297933,1.3801444335740585
2,6,17,6.698296112271534,0.0262878575787738,0.8500005436141644,1.3796191974875713
2,6,18,4.062731874089253,0.032648480228058,0.8500007310673245,2.498661852058119
2,6,19,6.69799476756258,0.0262893708616961,0.8500005436141644,1.3795549206736393
2,7,0,6.698623433452644,0.0261494027835237,0.8502506061297933,1.368714620281104
2,7,1,6.697804789960499,0.026294650061909,0.8500005436141644,1.3686006548307823
